agency,section,id,published_iso,headline,summary,content,url
thairath,economics,2906214,2026-01-07T08:20:00+07:00,C P S ลุยพลิกโฉมแบรนด์ เปิด 3 กลยุทธ์รุกเจาะใจ,C P S แบรนด์แฟชั่นที่มีดีเอ็นเอทั้งความเท่และดีไซน์อันเป็นเอกลักษณ์ พลิกโฉมแบรนด์ครั้งสำคัญ ปรับโลโก้ใหม่ ชู 3 กลยุทธ์ Denim Curator - Activation - Collaboration,,https://www.thairath.co.th/money/economics/thai_economics/2906214
thairath,economics,2906212,2026-01-07T08:30:00+07:00,10 สมาคมเหล็กไทยวอนนายกฯช่วยด่วน ค้านคืนชีพโรงงานโดนสั่งปิด,10 สมาคมเหล็กไทยทำหนังสือถึงนายกฯขอให้รอบคอบในการคืนชีพโรงงานเหล็กที่ถูกสั่งปิด เหตุผลิตไม่ได้มาตรฐาน โดยเสนอแนวทางที่จะสร้างความโปร่งใสและเป็นประโยชน์ต่อความปลอดภัยสาธารณะ,,https://www.thairath.co.th/money/economics/thai_economics/2906212
thairath,economics,2906396,2026-01-07T16:57:26+07:00,“เขาแจก แต่เราจ่าย”เมื่อนโยบายหาเสียงเลือกตั้ง 69 อาจมัดมือชก คนชั้นกลาง ให้แบกภาษีแทน“ประชานิยม”,"เมื่อพรรคการเมืองแจก ""สเตียรอยด์"" ในคราบประชานิยม แต่บิลค่าใช้จ่ายกลับตกที่คนชั้นกลาง... เจาะลึกเบื้องหลังนโยบายเลือกตั้ง 2569 ที่อาจแลกมาด้วยภาษีและวินัยการคลังที่พังทลาย",,https://www.thairath.co.th/money/economics/thai_economics/2906396
thairath,economics,2906407,2026-01-08T07:30:00+07:00,“มนตรี”ชี้เศรษฐกิจปีม้าหนักหน่วง เแจงความเสี่ยงนอก-ในท้าทายรัฐบาลใหม่ฟื้นฟู,เปิดอีกมุมมองของความเสี่ยงและโอกาส ทิศทางเศรษฐกิจไทย ปี 2569 โจทย์สำหรับรัฐบาลใหม่ ประชาชน และภาคธุรกิจไทย ที่ต้องเผชิญความท้าทายอย่างหนักหน่วง,,https://www.thairath.co.th/money/economics/thai_economics/2906407
thairath,economics,2906457,2026-01-08T07:55:00+07:00,พาณิชย์ สั่งคุมก๊าซหุงต้มพยุงค่าครองชีพ ห้ามฉวยโอกาสขึ้นราคา,พาณิชย์ เรียกถกพลังงาน ปตท. สั่งผู้ค้าก๊าซหุงต้ม ห้ามฉวยโอกาสขึ้นราคา ต้องขายราคาเดิม 423 บาท/ถัง 15 กก. ถึงสิ้น มี.ค. 69 หลังชาวบ้านโวยลักไก่ขึ้น 5 บาท ขัดมติรัฐตรึงราคาเป็นของขวัญปีใหม่,,https://www.thairath.co.th/money/economics/thai_economics/2906457
thairath,economics,2906491,2026-01-08T11:13:37+07:00,"ตีแผ่เศรษฐกิจ วิกฤตหนี้ครัวเรือน และ""บ้านหลุดจำนอง"" เมื่อคอนโดฯ-บ้านมือสอง ประกาศขายเพิ่มขึ้น 100%","วิกฤติหนี้ครัวเรือน และ “ทรัพย์หลุดจำนอง"" REIC เผย บ้านมือสอง ประกาศขายเพิ่มขึ้น 100% คนรวยยอมสละทรัพย์ เพื่อถือเงินสด
ขณะ คอนโดฯ Over Supply เทขายผิดปกติ สะท้อนภาพเหนื่อยยากของเศรษฐกิจไทย",,https://www.thairath.co.th/money/economics/thai_economics/2906491
thairath,economics,2906633,2026-01-08T18:34:35+07:00,ราคาน้ำมันพรุ่งนี้ 9 ม.ค. 2569 อัปเดตราคาน้ำมันทุกชนิดล่าสุดลิตรละกี่บาท,"""พีทีที สเตชั่น"" กับ ""บางจาก"" ประกาศปรับลด“ราคาน้ำมัน” กลุ่มเบนซิน-แก๊สโซฮอล์-ดีเซล 50สตางค์ เริ่มมีผลตั้งแต่เวลา 05.00 น.วันที่ 9 ม.ค. 2569",,https://www.thairath.co.th/money/economics/thai_economics/2906633
thairath,economics,2906635,2026-01-09T06:44:00+07:00,นักลงทุนแห่ซื้อสินทรัพย์ปลอดภัย   หวั่นสหรัฐฯบุกเวเนฯเปลี่ยน”ภูมิรัฐศาสตร์-กติกาโลก”,เกาะติดสหรัฐฯ-เวเนฯ หวั่นทำ“กติกาโลก” เปลี่ยน จับตาตลาดเงินตลาดทุนป่วน นักลงทุนหนีเข้าสินทรัพย์ปลอดภัย ทองคำ-เงินบาท ราคาน้ำมันลดระยะยาว กระทบราคาสินค้าเกษตร -พืชพลังงานที่ไทยส่งออก,,https://www.thairath.co.th/money/economics/thai_economics/2906635
thairath,economics,2906638,2026-01-09T07:00:00+07:00,เอกชนขอลงทุนขยายสนามบินภูเก็ต เปิดพื้นที่500ไร่ สร้างหลุมจอดหวังแก้ปัญหาพื้นที่ติดล็อกแออัด,CAAT ดันโมเดล ขยายสนามบินภูเก็ต  ลุยจับมือเอกชนใช้ที่ดิน 500 ไร่ ให้เอกชนเจ้าของที่ดินลงทุน  หวังแก้คอขวด เพิ่มขีดความสามารถรองรับเที่ยวบินเกือบเท่าตัว ถกรายละเอียด “พิพัฒน์”สัปดาห์หน้า,,https://www.thairath.co.th/money/economics/thai_economics/2906638
thairath,economics,2906636,2026-01-09T07:51:00+07:00,ใจดี!ลดราคาดีเซล-เบนซินลงอีก 50 สต.,กบน. ลดราคาน้ำมันดีเซล และเบนซินลง 50 สตางค์ต่อลิตร เพื่อบรรเทาภาระค่าครองชีพให้ประชาชน,,https://www.thairath.co.th/money/economics/thai_economics/2906636
thairath,economics,2907128,2026-01-12T04:20:00+07:00,"ปักหมุด ""คนตังค์น้อย"" เที่ยวไทยปี 2569 5 เมืองน่าเที่ยวประหยัดงบได้จริง","เงินไม่เยอะก็เที่ยวได้ ถ้าเลือกจังหวัดให้เป็น ""ทีมเศรษฐกิจ หนังสือพิมพ์ไทยรัฐ"" ชวนปักหมุด 5 จังหวัดเมืองรองและเมืองน่าเที่ยว โดยตั้งโจทย์ให้การท่องเที่ยวแห่งประเทศไทย",,https://www.thairath.co.th/money/economics/thai_economics/2907128
thairath,economics,2907206,2026-01-12T08:05:00+07:00,สรรพากรเปิดยื่นภาษี 7 วันยอดพุ่ง 2.5 แสนราย คืนเร็ว 3-7 วัน,สรรพากร เปิดยื่นภาษีเงินได้บุคคลธรรมดาแล้ว ปีนี้ยอดยื่นไว 7 วันพุ่ง 2.5 แสนราย คาดคืนภาษี 3-7 วัน เตือนใช้สิทธิมาตรการกระตุ้นเศรษฐกิจ ลดภาษีได้ 7 รายการ ท่องเที่ยว สร้างบ้าน กล้องวงปิด,,https://www.thairath.co.th/money/economics/thai_economics/2907206
thairath,economics,2907209,2026-01-12T08:15:00+07:00,สนค.ชี้ส่งออกปีนี้เจอแรงกดดันรอบด้าน เผยเติบโตจำกัดเร่งบุกตลาดใหม่ทดแทน,สนค.ระบุส่งออกไทยปี 2569 เผชิญแรงกดดันรอบด้าน เติบโตจำกัด แต่ยังมีโอกาสตลาดใหม่อย่างอินเดีย ตะวันออกกลาง และ CLMV สินค้าดาวรุ่งคือไฮเทค อาหารแปรรูป แนะเร่งการทูตเศรษฐกิจ ปรับโครงสร้างส่งออก,,https://www.thairath.co.th/money/economics/thai_economics/2907209
thairath,economics,2907211,2026-01-12T08:30:00+07:00,ททท.ปรับเกมท่องเที่ยวปี 69 ลุยคุณภาพดันรายได้ 3 ล้านล.,ททท.ปรับแผนปี 69 เดินหน้าแผน Thailand Tourism Next ตั้งเป้ารายได้ท่องเที่ยวแตะ 3 ล้านล้าน หลังปี 68 นักท่องเที่ยวต่างชาติ 33 ล้านคน หลุดเป้า พร้อมงัดกลยุทธ์ Amazing 5 Economy เจาะตลาดคนรวย,,https://www.thairath.co.th/money/economics/thai_economics/2907211
thairath,economics,2907317,2026-01-13T04:15:00+07:00,จับตาภัยใหม่ “เศรษฐกิจไทย”,“ความเสี่ยงทางภูมิรัฐศาสตร์ และการเมืองโลก” จะมีผลกระทบต่อภาพรวมเศรษฐกิจโลกชัดขึ้น ทั้งการแบ่งขั้วของประเทศมหาอำนาจที่ชัดเจนขึ้น โดยจุดเปลี่ยนน่าจะเป็นสหภาพยุโรปว่าในที่สุดจะเลือกข้างหรือไม่,,https://www.thairath.co.th/money/economics/thai_economics/2907317
thairath,economics,2907312,2026-01-13T04:22:00+07:00,เทรนด์อุตสาหกรรมการบินกลับมา...,หากใครยังจำกันได้เมื่อช่วงปลายปี 62 ต้นปี 63 ที่มีสถานการณ์การแพร่ระบาดไวรัสโควิด-19 ทั่วโลก จนส่งผลให้แต่ละภูมิภาคของโลกต้องปิดประเทศ ห้ามการเดินทางไปมาหากัน,,https://www.thairath.co.th/money/economics/thai_economics/2907312
thairath,economics,2907362,2026-01-13T06:00:00+07:00,"ทองไทยนิวไฮแตะ 67,700 บาท MTS คาดไตรมาส 1 ทองโลก 5 พันดอลลาร์/ออนซ์ ","ราคาทองคำสุดผันผวน 12 ม.ค.69 ทำนิวไฮครั้งใหม่ ทองคำแท่งแตะบาทละ 67,700 บาท MTS ประเมินราคาทองคำโลกทะลุ 5,000 ดอลลาร์ฯต่อออนซ์ ภายในไตรมาส 1 ปีนี้ แนะทยอยลงทุน",,https://www.thairath.co.th/money/economics/thai_economics/2907362
thairath,economics,2907322,2026-01-13T06:30:00+07:00,"""ประชาธิปัตย์” พรรคตัวแปรไม่เอาทุนเทา “กรณ์” ตั้งเป้าดันจีดีพีโต 5% ",“กรณ์ จาติกวณิช” อดีต รมว.คลัง เปิดเหตุผลคืนรังประชาธิปัตย์ ในรอบ 5 ปี มองพรรคในจุดต่ำสุดแต่มีโอกาสฟื้น ชูบทบาทพรรคตัวแปร ไม่ร่วมรัฐบาลทุนเทา,,https://www.thairath.co.th/money/economics/thai_economics/2907322
thairath,economics,2907406,2026-01-13T09:05:00+07:00,ทอท.เดินเกมไฮซีซั่นดึงเที่ยวบินต่างชาติ หนุนธุรกิจการบินเติบโตอย่างยั่งยืน,ทอท.เดินเกมดึงเที่ยวบินต่างชาติช่วงไฮซีซัน ออกมาตรการส่วนลดค่าบริการและสิทธิพิเศษ จูงใจสายการบินกลับมาบินเร็วขึ้น เพิ่มเที่ยวบินและผู้โดยสาร หนุนการฟื้นตัวอุตสาหกรรมการบินและท่องเที่ยวไทย,,https://www.thairath.co.th/money/economics/thai_economics/2907406
thairath,economics,2907478,2026-01-13T16:40:54+07:00,SME ไทยยืนใน No Man’s Land  ไม่แพ้ทันที แต่ก็ดูไม่มีวันชนะ ชี้ 3 ทางรอดผู้ประกอบการรายย่อย,"SCG และพันธมิตรร่วมจัดเวทีแลกเปลี่ยน “Reinvent Thailand, Rejuvenate SMEs ขับเคลื่อนอุตสาหกรรมไทยไปด้วยกัน” ในการส่งเสริมการเปลี่ยนผ่านของธุรกิจรายย่อยไทยให้เติบโตยั่งยืน",,https://www.thairath.co.th/money/economics/thai_economics/2907478
thairath,economics,2907443,2026-01-14T04:00:00+07:00,ปีมหามงคล,บุคคลที่มีความเชื่อมั่นอย่างแรงกล้าว่าปีสองปีนี้ คือ ปี 2569 และ ปี 2570 จะเป็นปี “มหามงคล” ของประเทศชาติ และคนไทย ด้วยสำนึกในพระมหากรุณาธิคุณของสถาบันอันเป็นที่รักสูงสุดของประเทศ,,https://www.thairath.co.th/money/economics/thai_economics/2907443
thairath,economics,2907602,2026-01-14T08:30:00+07:00,“มิตซูบิชิ อีเล็คทริค” รุกตลาดแอร์เต็มสูบ เปิดตัวรุ่นใหม่สู้ตลาดแมส,“มิตซูบิชิ อีเล็คทริค” เปิดเกมรุกตลาดแอร์ครบทุกเซกเมนต์ ส่งรุ่นใหม่ “KA Series” ไฟท์ติ้งโมเดลสู้ตลาดแมสในราคาจับต้องได้ พร้อมโซลูชันครบวงจร เจาะกลุ่ม B2B ตั้งเป้ายอดขายปี 2026 โตกว่า 10%,,https://www.thairath.co.th/money/economics/thai_economics/2907602
thairath,economics,2907605,2026-01-14T08:45:00+07:00,สหพัฒน์ขยายพอร์ตร้านอาหารญี่ปุ่น,เครือสหพัฒน์ ผนึก Colowide ปักหมุด JV ธุรกิจอาหารญี่ปุ่นเปิด “กิวคาขุ” โฉมใหม่ KINGSQUARE ดันเกมยากินิคุพรีเมียม เติมเต็มผู้บริโภคไทย,,https://www.thairath.co.th/money/economics/thai_economics/2907605
thairath,economics,2907794,2026-01-15T04:13:00+07:00,ตุ๊กตาชาววังบ้านบางเสด็จ,ความพิเศษของ “ตุ๊กตาชาววังบ้านบางเสด็จ” คือ ผลงานศิลปะที่ผลิตจากดินเหนียวเนื้อละเอียดในพื้นที่อำเภอป่าโมก อ่างทอง ซึ่งเป็นดินตะกอนลุ่มแม่น้ำเจ้าพระยา มีความเหนียว และคุณภาพดีเยี่ยม,,https://www.thairath.co.th/money/economics/thai_economics/2907794
thairath,economics,2907830,2026-01-15T07:17:00+07:00, BBL เปิดคู่มือหนุนธุรกิจลุยไฟ“ปีม้า”ฝ่าสงครามการค้า-ความเสี่ยงภูมิรัฐศาสตร์รุมเร้า,แบงก์กรุงเทพ เปิดความท้าทายและโอกาสภาคธุรกิจและเศรษฐกิจไทย พร้อมเสนอทางออกช่วยปรับตัว ในปีที่เศรษฐกิจโตต่ำ อุตสาหกรรมเก่าร่วงโรย สงครามการค้า-ความเสี่ยงภูมิรัฐศาสตร์ซ้ำเติม,,https://www.thairath.co.th/money/economics/thai_economics/2907830
thairath,economics,2907889,2026-01-15T08:05:00+07:00,กกร.จี้รัฐบาลใหม่ปราบทุนเทา-สแกมเมอร์ ระบุแค่ปีเดียวเสียหาย2.5หมื่นล.,กกร.จี้พรรคการเมืองและรัฐบาลใหม่เร่งจัดการสแกมเมอร์ ทุนเทา และนอมินี สร้างความเสียหายเศรษฐกิจหนัก โดยอาชญากรรมไซเบอร์ปี 2568 สูญกว่า 2.5 หมื่นล้าน บ่อนทำลายการแข่งขันและบิดเบือนกลไกตลาดไทย,,https://www.thairath.co.th/money/economics/thai_economics/2907889
thairath,economics,2907890,2026-01-15T08:20:00+07:00,ETDA เตรียมออกกฎใหม่ คุมโซเชียลคอมเมิร์ซ อุดช่องโหว่คุ้มครองผู้บริโภค,ETDA รับแนวทางกำกับแพลตฟอร์มออนไลน์แบบประนีประนอม รับแรงกดดันยุคทรัมป์ที่ห้ามกีดกันแพลตฟอร์มสหรัฐฯ เตรียมออกกฎใหม่ล้อมคอกโซเชียลคอมเมิร์ซ บังคับเฟซบุ๊กดูแลสินค้าที่ซื้อขายให้เข้มงวดขึ้น,,https://www.thairath.co.th/money/economics/thai_economics/2907890
thairath,economics,2907968,2026-01-15T13:40:25+07:00,เลือกตั้งแล้ว เศรษฐกิจจะดีขึ้นหรือไม่ KKP ชี้ 6 โจทย์เศรษฐกิจที่ไม่ควรเป็นแค่นโยบายประคองอาการ,KKP Year Ahead 2026 สัมมนาใหญ่ที่มาฉายภาพสะท้อนทิศทางเศรษฐกิจไทยในปีนี้ แม้ว่าภาพรวมเศรษฐกิจไทยจะดู “บุญเก่าเริ่มหมด และบุญใหม่ยังไม่มี” แต่หลายภาคส่วนยังให้มุมมองในการแก้ปัญหาเชิงโครงสร้าง,,https://www.thairath.co.th/money/economics/thai_economics/2907968
thairath,economics,2908073,2026-01-16T07:00:00+07:00,เปิดยุทธศาสตร์ “รัฐบาลประชาชน” “ธนาธร” ลั่นทำได้จริง ฟื้นเศรษฐกิจ เปลี่ยนโครงสร้างประเทศ,“ธนาธร” พร้อมทีมเศรษฐกิจพรรคประชาชน ร่วมกางแผนผ่าตัดโครงสร้างประเทศ มั่นใจเกิน 100% หากได้รับฉันทานุมัติให้จัดตั้งรัฐบาล พร้อมบริหารประเทศทันทีโดยไม่ขายฝัน,,https://www.thairath.co.th/money/economics/thai_economics/2908073
thairath,economics,2908071,2026-01-16T07:30:00+07:00,เอ็กซ์เผิงลั่นตรึงราคาทุกรุ่น,เอ็กซ์เผิง ประเทศไทย เปิดตัว “X9 Executive” รุ่นย่อยใหม่ “Special Color Edition” ตอกย้ำความสำเร็จ รถตู้ไฟฟ้าที่มียอดจดทะเบียนสูงสุดครึ่งหลังปี 2568 พร้อมประกาศตรึงราคาทุกรุ่น,,https://www.thairath.co.th/money/economics/thai_economics/2908071
thairath,economics,2908114,2026-01-16T07:30:00+07:00,"TikTok เข้ม ""เลือกตั้ง"" เฝ้าระวังคอนเท้นต์ AI ห้ามการเมืองปล่อย IO เพ่นพ่าน ห้ามโฆษณาใช้เงิน","TikTok เปิดกฎเข้ม ""เลือกตั้ง"" ปี 69  ห้ามการเมืองโฆษณาใช้เงิน ห้ามปั่นยอด ห้ามระดมทุน ห้ามปฎิบัติการ IO เผยเทรนด์ปั่นข้อมูลเท็จทั่วโลก ส่วนใหญ่เป็นคอนเทนต์ที่สร้างขึ้นโดย AI",,https://www.thairath.co.th/money/economics/thai_economics/2908114
thairath,economics,2908065,2026-01-16T07:30:00+07:00,คาใจไทยติดโผประเทศเฝ้าระวัง,เอกชนจับตาสหรัฐฯ ระงับวีซ่าย้ายถิ่นฐาน 75 ประเทศ มีผลต่อบรรยากาศลงทุน ตั้งคำถามว่าทำไมไทยติดโผประเทศเฝ้าระวัง จี้กระทรวงการต่างประเทศ เร่งหาคำตอบด่วน,,https://www.thairath.co.th/money/economics/thai_economics/2908065
thairath,economics,2908373,2026-01-18T08:30:00+07:00,ระวังของถูก CCTV เถื่อน อาจถูกแฮ็กข้อมูลกวนสัญญาณ Wi-Fi-มือถือ ระบาด,กสทช. เตือนกล้องวงจรปิด CCTV เถื่อนระบาดขายออนไลน์ พบแก๊งคนจีนลักลอบนำเข้าพร้อมซิมต่างประเทศร่วมแสนชุด เสี่ยงถูกแฮ็กข้อมูล รบกวนสัญญาณ Wi-Fi และมือถือ แนะซื้อจากร้านที่มีใบอนุญาตจำหน่าย,,https://www.thairath.co.th/money/economics/thai_economics/2908373
thairath,economics,2908375,2026-01-18T09:00:00+07:00,ดีเดย์ ไทย-ประเทศคู่ FTA แลกสินค้า GI ขึ้นทะเบียนระหว่างกันได้,กรมทรัพย์สินทางปัญญาเผยเริ่มแล้ว ไทยกับประเทศคู่ FTA สามารถแลกเปลี่ยนรายการสินค้าที่จะได้รับความคุ้มครองสิ่งบ่งชี้ทางภูมิศาสตร์ (GI),,https://www.thairath.co.th/money/economics/thai_economics/2908375
thairath,economics,2908551,2026-01-19T04:30:00+07:00,"ส่งไม้ต่อ ""รัฐบาลใหม่-เอกชน"" ร่วมปฏิรูป ""เกรียงไกร"" เปิดเงื่อนไข ""ภาคอุตสาหกรรมไทย"" ฝ่าวิกฤติ",หากรัฐบาลใหม่ที่เข้ามาบริหารประเทศในช่วงประมาณ 6 เดือนข้างหน้านี้ ต้องการขับเคลื่อนเศรษฐกิจไทยให้ก้าวข้ามขีดจำกัดของวันนี้ไปได้ จำเป็นต้องใช้ยุทธศาสตร์ที่ผนึกกำลังอย่างเป็นเอกภาพ,,https://www.thairath.co.th/money/economics/thai_economics/2908551
thairath,economics,2908369,2026-01-19T08:30:00+07:00,“เขตวัฒนา” ทำเลฮอตเมืองหลวง ดีดีพร็อพเพอร์ตี้เผย “จุฬาฯ–มศว” แคมปัสคอนโดยอดนิยม,ดีดีพร็อพเพอร์ตี้ เผยข้อมูลเชิงลึกพฤติกรรมผู้ใช้งานเว็บ DDproperty พบว่า กรุงเทพฯยังคงเป็นจังหวัดที่มีความต้องการซื้อและเช่าที่อยู่อาศัยสูงที่สุดในรอบปี 2568 โดย “เขตวัฒนา” ครองอันดับ 1,,https://www.thairath.co.th/money/economics/thai_economics/2908369
thairath,economics,2908381,2026-01-19T09:00:00+07:00,ขยายฐานผู้เสียภาษี ภ.ง.ด. รายใหม่ เล็งเพิ่มอีกแสนราย มุ่งค้าออนไลน์-ฟรีแลนซ์,"สรรพากรตั้งเป้าขยายฐานผู้เสียภาษี ภ.ง.ด. รายใหม่นับแสนราย มุ่งค้าออนไลน์, ฟรีแลนซ์, ลูกจ้างที่ไม่ได้เงินเดือน เผยสถิติ 3 ปีย้อนหลัง ยอดโตก้าวกระโดด เพิ่มปีละ 1.3-1.7 แสนคน",,https://www.thairath.co.th/money/economics/thai_economics/2908381
thairath,economics,2908377,2026-01-19T09:30:00+07:00,กฟผ.เสริมมั่นคงด้านพลังงาน,ลาว-ไทย-มาเลเซีย ร่วมมือด้านพลังงานระดับภูมิภาค ลงนามสัญญา EWA ซื้อขายไฟฟ้าข้ามพรมแดน เสริมความมั่นคงด้านพลังงาน และเปลี่ยนผ่านสู่พลังงานสะอาดของอาเซียน,,https://www.thairath.co.th/money/economics/thai_economics/2908377
thairath,economics,2908762,2026-01-19T17:04:15+07:00,ถอดรหัสคิด“เจ้าพ่อรถไฟฟ้า”กับแผนลงทุนบ้านชาวไทย คอนโดฯ 5 หมื่นยูนิต ท้าอสังหาฯ ตกต่ำสุดในรอบ 30 ปี,"ถอดรหัสพิมพ์เขียวแสนล้าน ""คีรี กาญจนพาสน์"" คัมแบ็กเขย่าอสังหาฯ 50,000 ยูนิต เมื่อเจ้าพ่อรถไฟฟ้ามองเห็นช่องว่างในวิกฤติ กับเดิมพัน ""ผ่อนแทนเช่า"" ไม่มีเงินจอง ก็เป็นเจ้าของบ้านชาวไทยได้",,https://www.thairath.co.th/money/economics/thai_economics/2908762
thairath,economics,2908285,2026-01-19T18:00:00+07:00,ผลสำรวจเลือกตั้ง 69 จ่ายสูงสุดหัวละเจ็ดพันห้า คนไทยลั่นจะไม่เลือกคนโกง,“คณะทำงาน ซีโร่ คอร์รัปชั่น : กกร. และเพื่อนไม่ทน” เผยผลสำรวจความคิดเห็นภาคธุรกิจ-ประชาชน ชี้ชัดเลือกตั้งปี 69 มีการซื้อสิทธิ์ขายเสียงแน่ จ่ายมากสุดหัวละ 7.5 พันบาท กรุงเทพฯและปริมณฑลแชมป์,,https://www.thairath.co.th/money/economics/thai_economics/2908285
thairath,economics,2908780,2026-01-20T06:00:00+07:00,คน “กสทช.” ทุจริตจัดซื้อจัดจ้าง “ไตรรัตน์”แจ้งความ-สอบข้อเท็จจริง-คนผิดชิงหนี ,รักษาการเลขาฯกสทช. เผยแจ้งความต่อตำรวจ และตั้งคณะกรรมการตรวจสอบข้อเท็จจริงแล้ว หลังพบพนักงานชายแผนกพัสดุทุจริต เอกชนเสียหายหลายราย เจ้าตัวชิงลาออกแล้ว,,https://www.thairath.co.th/money/economics/thai_economics/2908780
